CustomerKey,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
27277,12/12/1969,M,M,60000,1,Graduate Degree,Professional,N
27278,27/01/1968,M,M,40000,4,High School,Skilled Manual,Y
27279,15/07/1968,S,F,70000,2,Bachelors,Skilled Manual,Y
27280,07/03/1968,M,F,70000,2,Bachelors,Skilled Manual,Y
27281,21/11/1968,S,F,70000,2,Bachelors,Skilled Manual,N
27282,14/09/1967,M,NA,40000,5,High School,Skilled Manual,N
27283,09/09/1967,S,M,40000,5,High School,Skilled Manual,Y
27285,19/09/1970,S,M,60000,1,Graduate Degree,Professional,Y
27286,24/11/1970,S,M,60000,1,Graduate Degree,Professional,N
27287,27/02/1970,M,M,70000,4,Graduate Degree,Professional,N
27288,21/09/1970,S,F,70000,4,Graduate Degree,Professional,N
27289,04/04/1967,S,F,50000,2,Bachelors,Skilled Manual,Y
27290,14/02/1966,M,M,80000,3,Bachelors,Skilled Manual,Y
27291,25/07/1966,S,M,80000,3,Bachelors,Skilled Manual,N
27292,13/11/1966,S,F,60000,0,Graduate Degree,Professional,Y
27293,18/05/1966,M,F,60000,0,Graduate Degree,Professional,Y
27294,18/08/1966,S,F,70000,0,Graduate Degree,Professional,Y
27295,18/05/1966,S,M,70000,0,Graduate Degree,Professional,Y
27297,24/12/1969,S,F,60000,2,Graduate Degree,Professional,N
27298,12/12/1969,S,F,60000,2,Graduate Degree,Professional,N
27299,13/09/1971,M,M,120000,0,Partial High School,Management,Y
27300,25/02/1953,M,M,70000,4,Partial College,Professional,Y
27301,15/09/1953,M,M,70000,4,Partial College,Professional,Y
27302,26/03/1957,M,M,100000,2,Partial College,Professional,Y
27303,22/10/1957,M,M,110000,2,Partial College,Professional,Y
27304,12/11/1957,S,F,110000,2,Partial College,Professional,N
27305,06/10/1957,M,M,170000,2,Bachelors,Management,Y
27306,04/08/1956,S,M,110000,2,Partial College,Professional,N
27307,05/08/1956,M,M,120000,3,High School,Professional,Y
27308,26/05/1956,S,F,120000,3,High School,Professional,N
27309,16/07/1955,M,M,130000,3,Partial College,Professional,Y
27310,18/10/1954,M,F,80000,3,Partial College,Professional,N
27311,24/05/1954,M,F,80000,4,Partial College,Professional,Y
27312,28/12/1944,S,F,110000,3,Bachelors,Management,Y
27313,20/08/1945,M,F,70000,5,High School,Professional,Y
27314,09/05/1945,S,M,80000,5,Bachelors,Management,N
27315,19/06/1945,M,M,100000,2,Graduate Degree,Management,Y
27316,06/09/1946,M,M,120000,4,Bachelors,Management,Y
27317,23/10/1946,M,M,150000,3,Graduate Degree,Management,Y
27318,11/11/1954,M,M,80000,4,Partial College,Professional,Y
27319,21/05/1954,M,M,90000,3,High School,Professional,N
27320,04/09/1953,M,M,70000,4,High School,Professional,Y
27321,26/02/1953,M,M,80000,4,Partial College,Professional,Y
27322,12/10/1953,S,M,90000,3,Partial College,Professional,N
27323,27/08/1952,S,F,80000,4,Partial College,Professional,Y
27324,28/07/1952,S,F,80000,4,High School,Professional,N
27325,11/03/1952,M,M,100000,3,Partial College,Professional,Y
27326,22/09/1951,S,F,80000,5,High School,Professional,Y
27327,19/08/1950,S,F,110000,4,Partial College,Management,Y
27328,27/03/1949,S,M,80000,5,High School,Management,Y
27329,23/07/1949,M,F,80000,5,High School,Management,N
27330,21/07/1949,M,M,120000,4,Partial College,Management,Y
27331,07/09/1949,M,F,130000,4,High School,Management,N
27332,25/02/1948,M,M,90000,4,High School,Management,Y
27333,22/09/1948,M,F,100000,3,Partial College,Management,Y
27334,26/05/1947,S,M,90000,5,Partial High School,Skilled Manual,N
27335,21/08/1947,M,M,90000,5,Partial High School,Skilled Manual,Y
27336,13/10/1947,S,M,120000,5,High School,Management,Y
27337,15/09/1947,M,F,150000,5,Partial High School,Professional,Y
27338,17/11/1975,M,F,70000,0,Bachelors,Professional,Y
27339,18/10/1975,S,F,70000,0,Bachelors,Professional,N
27340,05/06/1976,S,M,80000,0,Bachelors,Professional,Y
27341,21/09/1976,S,F,80000,0,Bachelors,Professional,N
27342,18/08/1976,M,M,80000,0,Bachelors,Professional,Y
27343,10/04/1975,S,M,70000,0,Bachelors,Professional,Y
27344,16/09/1974,S,M,70000,0,Bachelors,Professional,Y
27345,17/02/1975,S,M,80000,0,Bachelors,Professional,N
27346,16/10/1975,S,F,90000,0,Bachelors,Professional,N
27347,15/05/1974,M,M,80000,0,Bachelors,Professional,Y
27348,20/04/1974,M,M,90000,0,Bachelors,Professional,Y
27349,15/08/1974,M,F,90000,0,Bachelors,Professional,Y
27350,27/12/1974,S,M,90000,0,Bachelors,Professional,N
27351,06/08/1974,M,F,110000,0,Partial College,Management,Y
27352,05/03/1974,S,M,110000,0,Partial College,Management,Y
27353,22/02/1974,S,M,110000,0,Partial College,Management,Y
27354,22/08/1974,S,F,120000,5,Partial High School,Professional,N
27355,27/06/1973,M,M,100000,0,High School,Management,Y
27356,10/02/1973,M,F,120000,0,Partial High School,Professional,Y
27357,10/09/1972,M,M,90000,0,Bachelors,Professional,N
27358,13/03/1972,M,M,90000,0,Bachelors,Professional,Y
27359,23/03/1972,S,F,100000,0,High School,Management,Y
27360,20/02/1971,M,M,80000,0,Bachelors,Professional,Y
27361,11/07/1971,S,F,80000,0,Bachelors,Professional,N
27362,22/04/1972,S,M,110000,0,Partial College,Management,N
27363,11/08/1972,M,F,110000,0,High School,Management,Y
27364,27/08/1971,S,M,90000,0,Bachelors,Professional,N
27365,15/05/1971,S,M,100000,0,High School,Management,N
27366,10/04/1971,S,M,100000,0,High School,Management,Y
27367,09/10/1970,S,F,90000,0,Bachelors,Professional,Y
27368,01/09/1970,M,F,100000,0,Partial High School,Professional,N
27369,19/10/1970,M,F,110000,0,High School,Management,Y
27370,08/01/1971,S,F,110000,0,High School,Management,N
27371,26/10/1971,S,F,110000,0,Partial High School,Professional,N
27372,01/02/1948,S,M,30000,4,High School,Professional,N
27373,19/04/1948,S,M,30000,4,High School,Professional,N
27374,25/11/1948,S,M,30000,4,High School,Professional,Y
27375,03/09/1948,M,F,30000,4,High School,Professional,Y
27376,27/07/1948,S,F,30000,4,High School,Professional,Y
27377,05/02/1947,S,F,30000,4,High School,Professional,Y
27378,19/03/1947,M,NA,30000,4,High School,Professional,Y
27379,09/06/1947,S,F,40000,4,High School,Professional,N
27380,16/11/1947,S,M,40000,4,High School,Professional,Y
27381,23/08/1937,S,F,40000,4,High School,Professional,Y
27382,16/06/1937,S,F,50000,3,Graduate Degree,Management,Y
27383,02/03/1938,S,M,60000,3,Graduate Degree,Management,Y
27384,15/04/1938,M,M,60000,3,Graduate Degree,Management,Y
27385,19/10/1939,M,M,60000,3,Graduate Degree,Management,N
27386,27/07/1939,M,M,60000,3,Graduate Degree,Management,Y
27387,09/05/1939,S,M,60000,3,Graduate Degree,Management,Y
27388,14/04/1940,M,M,60000,3,Bachelors,Management,N
27389,16/10/1940,S,M,60000,3,Bachelors,Management,N
27390,13/07/1940,S,F,60000,3,Graduate Degree,Management,N
27391,21/08/1941,S,M,50000,3,Bachelors,Management,Y
27392,25/08/1941,M,F,50000,4,Bachelors,Management,Y
27393,12/12/1942,M,F,50000,4,Bachelors,Management,Y
27394,22/09/1942,S,M,50000,4,Bachelors,Management,N
27395,12/08/1942,S,F,50000,4,Bachelors,Management,Y
27396,26/05/1943,S,M,60000,4,Bachelors,Management,Y
27397,04/01/1943,S,M,60000,4,Bachelors,Management,Y
27398,01/09/1943,S,F,60000,4,Bachelors,Management,N
27399,23/11/1943,S,M,60000,4,Bachelors,Management,N
27400,09/04/1943,M,M,60000,4,Bachelors,Management,Y
27401,06/09/1944,M,M,30000,5,Partial High School,Clerical,N
27402,19/06/1944,S,M,30000,5,Partial High School,Clerical,N
27403,20/05/1945,S,M,30000,2,Partial High School,Skilled Manual,N
27405,08/06/1946,M,M,40000,5,High School,Professional,Y
27406,17/10/1946,S,M,70000,5,Bachelors,Management,Y
27407,05/02/1946,S,F,70000,5,Bachelors,Management,Y
27408,10/08/1946,M,F,70000,5,Bachelors,Management,Y
27409,04/11/1947,M,M,40000,2,High School,Professional,Y
27411,17/09/1947,S,M,40000,2,High School,Professional,Y
27412,04/09/1947,S,M,70000,2,Bachelors,Management,Y
27413,19/10/1947,M,F,70000,2,Bachelors,Management,Y
27414,04/11/1947,M,F,70000,2,Bachelors,Management,Y
27415,03/02/1948,M,M,40000,2,High School,Professional,Y
27416,11/01/1948,S,M,60000,2,Partial College,Professional,N
27417,13/01/1948,M,M,60000,2,Bachelors,Management,Y
27418,22/09/1948,S,F,70000,4,Partial College,Professional,N
27419,02/12/1949,S,F,40000,2,High School,Professional,Y
27420,03/09/1949,S,M,40000,2,Partial High School,Skilled Manual,Y
27421,04/02/1949,S,F,60000,2,Partial College,Professional,N
27422,17/07/1949,M,M,60000,2,Partial College,Professional,Y
27423,16/05/1949,S,M,60000,2,Partial College,Professional,N
27424,11/04/1949,S,M,60000,2,Partial College,Professional,Y
27425,09/07/1949,S,M,60000,2,Partial College,Professional,N
27426,22/12/1949,S,M,60000,2,Partial College,Professional,Y
27427,08/02/1949,S,M,70000,5,Partial College,Professional,N
27428,11/03/1950,S,F,40000,2,Partial High School,Skilled Manual,Y
27429,20/01/1950,S,F,40000,2,Partial High School,Skilled Manual,Y
27430,26/05/1950,M,F,60000,2,Partial College,Professional,Y
27431,12/09/1950,S,M,60000,2,Partial College,Professional,N
27432,09/05/1950,S,M,60000,2,Partial College,Professional,Y
27433,20/08/1950,S,M,60000,2,Partial College,Professional,N
27434,25/06/1950,S,M,70000,4,Partial College,Professional,Y
27435,09/12/1950,M,F,70000,4,Partial College,Professional,Y
27436,11/11/1951,S,F,60000,2,High School,Professional,Y
27437,03/02/1951,S,F,60000,2,High School,Professional,Y
27438,06/07/1951,M,M,60000,2,Partial College,Professional,Y
27439,04/11/1952,S,M,70000,2,High School,Professional,N
27440,11/07/1952,S,F,70000,2,Partial High School,Skilled Manual,N
27441,03/05/1953,M,M,60000,3,High School,Professional,N
27442,23/10/1953,M,F,60000,3,High School,Professional,Y
27443,10/12/1953,S,F,60000,3,Partial High School,Skilled Manual,Y
27444,14/01/1969,M,F,70000,5,Graduate Degree,Professional,N
27445,13/10/1969,M,M,70000,5,Graduate Degree,Professional,Y
27447,28/04/1969,M,F,80000,3,Graduate Degree,Professional,Y
27448,02/05/1965,S,M,40000,0,Bachelors,Professional,Y
27449,05/02/1968,S,M,80000,0,Bachelors,Management,Y
27450,15/07/1967,M,F,100000,1,Bachelors,Management,Y
27451,21/11/1967,S,M,100000,2,Bachelors,Management,N
27452,20/05/1967,S,M,120000,0,Bachelors,Management,N
27453,03/11/1963,S,M,80000,4,Bachelors,Management,Y
27454,08/12/1968,M,M,90000,4,Bachelors,Management,Y
27455,17/11/1968,S,F,100000,2,Bachelors,Management,N
27456,15/02/1968,M,M,100000,2,Bachelors,Management,Y
27457,07/06/1968,S,F,100000,2,Bachelors,Management,N
27458,16/12/1968,M,M,110000,2,Bachelors,Management,Y
27459,26/11/1968,M,M,130000,1,Graduate Degree,Management,Y
27460,27/10/1968,S,M,130000,1,Graduate Degree,Management,N
27461,06/10/1979,S,F,40000,0,High School,Skilled Manual,Y
27462,02/05/1979,S,M,40000,0,Partial College,Skilled Manual,Y
27463,02/11/1979,S,F,40000,0,Partial College,Skilled Manual,N
27464,18/10/1944,M,F,20000,3,High School,Skilled Manual,N
27465,25/10/1978,S,M,30000,0,Partial College,Skilled Manual,Y
27466,12/03/1978,S,F,30000,0,Partial College,Skilled Manual,N
27467,16/03/1978,M,M,60000,0,Partial College,Skilled Manual,Y
27468,12/10/1978,M,M,60000,0,Partial College,Skilled Manual,N
27469,22/02/1946,S,F,30000,2,Partial College,Clerical,N
27470,20/03/1947,M,F,30000,2,Partial College,Clerical,N
27471,17/03/1948,S,F,20000,2,High School,Skilled Manual,Y
27472,11/02/1948,S,F,20000,2,Partial High School,Clerical,Y
27473,10/01/1948,S,M,20000,2,Partial High School,Clerical,Y
27474,24/01/1977,S,F,40000,0,Bachelors,Professional,Y
27475,19/06/1977,S,F,40000,0,Partial College,Skilled Manual,Y
27476,14/02/1977,S,F,40000,0,Partial College,Skilled Manual,Y
27477,12/08/1977,S,M,40000,0,Partial College,Skilled Manual,Y
27478,12/06/1977,M,F,60000,0,Partial College,Skilled Manual,Y
27479,11/03/1977,S,F,60000,0,Partial College,Skilled Manual,N
27480,07/06/1977,S,F,70000,0,Partial College,Skilled Manual,N
27481,27/05/1977,S,M,70000,0,Partial College,Skilled Manual,N
27482,22/01/1949,M,M,10000,2,Partial High School,Clerical,Y
27483,26/08/1949,M,M,20000,2,Partial High School,Clerical,Y
27484,16/03/1949,S,F,20000,2,Partial High School,Clerical,Y
27485,12/07/1950,S,F,20000,2,Partial High School,Clerical,N
27486,10/05/1950,S,M,20000,2,Partial High School,Clerical,N
27487,05/10/1951,M,M,20000,2,Partial High School,Clerical,Y
27488,02/07/1951,M,F,20000,2,Partial High School,Clerical,N
27489,14/08/1951,S,F,20000,2,Partial High School,Clerical,Y
27490,03/04/1951,S,F,20000,2,Partial High School,Clerical,Y
27491,04/03/1952,M,M,20000,3,Partial High School,Clerical,N
27492,26/01/1952,M,M,30000,3,High School,Skilled Manual,Y
27493,23/11/1952,M,F,30000,3,High School,Skilled Manual,Y
27494,15/07/1953,S,F,40000,2,Partial College,Skilled Manual,N
27495,24/08/1954,S,F,40000,3,Partial High School,Clerical,N
27496,27/08/1954,S,M,40000,3,Partial High School,Clerical,N
27497,03/08/1954,S,M,40000,3,Partial High School,Clerical,N
27498,23/12/1955,S,F,80000,2,Partial College,Skilled Manual,N
27499,08/07/1955,M,F,80000,2,Partial College,Skilled Manual,Y
27500,13/09/1955,S,M,80000,2,Partial College,Skilled Manual,Y
27501,25/02/1955,M,M,80000,2,Partial College,Skilled Manual,Y
27502,28/10/1975,S,M,40000,0,Partial College,Skilled Manual,Y
27503,16/12/1975,S,M,40000,0,Partial College,Skilled Manual,Y
27504,17/09/1975,S,F,40000,0,High School,Skilled Manual,N
27505,19/12/1975,S,F,40000,0,High School,Skilled Manual,Y
27506,13/06/1975,M,F,40000,0,High School,Skilled Manual,Y
27507,27/06/1975,M,F,40000,0,High School,Skilled Manual,Y
27508,10/02/1973,S,M,60000,0,Partial College,Skilled Manual,N
27509,18/06/1976,S,M,60000,0,Partial College,Professional,N
27510,03/10/1976,S,M,60000,0,Partial College,Professional,N
27511,07/02/1956,S,F,80000,2,High School,Skilled Manual,N
27512,03/06/1956,S,M,80000,2,High School,Skilled Manual,N
27513,15/01/1957,S,F,70000,2,High School,Skilled Manual,N
27514,24/04/1957,S,F,70000,2,High School,Skilled Manual,N
27515,12/03/1958,S,M,100000,1,Bachelors,Management,N
27516,12/05/1959,S,M,100000,1,Bachelors,Management,Y
27517,05/05/1959,M,M,100000,1,Bachelors,Management,Y
27518,11/05/1959,M,F,100000,1,Bachelors,Management,Y
27519,03/04/1959,S,M,110000,4,Bachelors,Management,N
27520,14/02/1959,S,M,110000,4,Bachelors,Management,N
27521,19/10/1973,S,M,80000,0,Bachelors,Management,N
27522,04/08/1974,M,F,50000,0,High School,Professional,Y
27523,20/03/1974,S,F,50000,0,High School,Professional,N
27524,11/11/1974,S,F,50000,0,Partial High School,Skilled Manual,N
27525,14/06/1974,M,F,60000,0,Partial College,Professional,N
27526,10/12/1974,M,M,60000,0,Partial College,Professional,Y
27527,08/10/1966,S,F,120000,2,Bachelors,Management,N
27528,24/04/1966,M,F,130000,0,Graduate Degree,Management,Y
27529,15/02/1966,M,F,130000,1,Graduate Degree,Management,Y
27530,22/05/1957,M,F,70000,2,Partial High School,Skilled Manual,Y
27531,12/02/1964,S,F,40000,0,Bachelors,Professional,N
27532,05/04/1964,S,F,60000,4,Bachelors,Skilled Manual,Y
27533,24/03/1964,M,F,60000,4,Bachelors,Skilled Manual,Y
27534,21/07/1964,S,F,60000,4,Bachelors,Skilled Manual,N
27535,26/04/1964,S,M,60000,5,Bachelors,Skilled Manual,Y
27536,28/05/1964,M,F,60000,4,Bachelors,Skilled Manual,Y
27537,22/02/1963,M,F,70000,4,Bachelors,Professional,Y
27538,14/02/1963,M,M,70000,4,Bachelors,Professional,Y
27539,09/07/1968,S,M,70000,0,Bachelors,Professional,N
27540,03/11/1968,S,F,70000,0,Bachelors,Professional,N
27541,12/10/1968,S,F,70000,0,Bachelors,Professional,Y
27542,04/05/1962,M,F,70000,1,Bachelors,Professional,Y
27543,23/02/1962,M,F,70000,1,Bachelors,Professional,Y
27544,19/07/1961,M,F,60000,1,Partial College,Skilled Manual,Y
27545,11/01/1961,M,M,60000,1,Partial College,Skilled Manual,Y
27546,14/05/1960,S,M,40000,4,High School,Skilled Manual,Y
27547,03/08/1960,M,M,40000,4,High School,Skilled Manual,Y
27548,28/11/1960,M,M,60000,1,Partial College,Skilled Manual,Y
27549,04/12/1960,M,M,60000,1,Partial College,Skilled Manual,Y
27550,22/11/1967,S,M,60000,0,Partial College,Skilled Manual,N
27551,17/10/1967,M,M,60000,0,Partial College,Skilled Manual,N
27552,11/02/1967,S,F,60000,0,Graduate Degree,Professional,N
27553,01/12/1967,S,F,60000,0,Graduate Degree,Professional,N
27554,25/07/1960,M,F,60000,1,Partial College,Skilled Manual,Y
27555,12/08/1960,M,F,60000,1,Partial College,Skilled Manual,Y
27556,08/06/1960,M,F,60000,1,Partial College,Skilled Manual,Y
27557,15/11/1960,M,M,60000,1,Partial College,Skilled Manual,Y
27558,03/02/1960,M,M,60000,1,Partial College,Skilled Manual,Y
27559,26/02/1960,M,F,60000,1,Partial College,Skilled Manual,Y
27560,13/01/1960,M,F,60000,1,Partial College,Skilled Manual,Y
27561,20/02/1959,S,F,60000,5,Bachelors,Professional,Y
27562,23/06/1959,M,F,60000,5,Bachelors,Professional,Y
27563,23/01/1959,M,M,60000,5,Bachelors,Professional,Y
27564,21/08/1959,S,M,60000,4,Bachelors,Professional,Y
27565,05/06/1959,M,F,60000,4,Bachelors,Professional,N
27566,27/09/1959,M,M,60000,4,Bachelors,Professional,Y
27567,23/12/1959,M,F,60000,4,Bachelors,Professional,N
27568,11/03/1959,S,M,70000,2,Graduate Degree,Professional,N
27569,03/11/1959,S,F,70000,2,Graduate Degree,Professional,Y
27570,14/11/1959,S,F,80000,2,Graduate Degree,Professional,N
27571,21/04/1959,M,F,80000,4,Graduate Degree,Professional,Y
27572,10/09/1958,M,M,80000,1,Partial College,Skilled Manual,Y
27573,21/06/1958,M,M,80000,1,Partial College,Skilled Manual,Y
27574,12/04/1958,M,F,80000,1,Partial College,Skilled Manual,Y
27575,05/08/1958,S,F,60000,3,Bachelors,Professional,N
27576,03/09/1958,M,F,60000,1,Bachelors,Professional,N
27577,04/06/1958,S,M,60000,1,Bachelors,Professional,N
27578,08/11/1958,M,F,60000,1,Bachelors,Professional,Y
27579,14/03/1958,M,M,70000,5,Graduate Degree,Professional,Y
27580,20/10/1969,M,F,80000,4,Graduate Degree,Management,Y
27581,05/11/1969,M,M,80000,4,Graduate Degree,Management,Y
27582,12/03/1970,S,F,90000,2,Bachelors,Professional,N
27583,09/03/1970,M,M,90000,2,Bachelors,Professional,Y
27584,13/03/1970,S,F,90000,2,Bachelors,Professional,N
27585,27/02/1970,M,F,90000,2,Bachelors,Professional,N
27586,15/08/1968,M,F,60000,2,Bachelors,Professional,Y
27587,16/03/1968,S,F,60000,2,Bachelors,Professional,N
27588,13/11/1968,S,F,70000,5,Bachelors,Professional,Y
27589,24/05/1967,S,M,60000,2,Bachelors,Professional,N
27590,22/04/1967,M,M,60000,2,Bachelors,Professional,Y
27591,17/08/1967,M,M,70000,5,Bachelors,Professional,N
27592,27/11/1967,S,M,70000,5,Bachelors,Professional,Y
27593,16/12/1967,M,M,70000,5,Bachelors,Professional,Y
27594,14/05/1967,S,M,80000,5,Graduate Degree,Management,Y
27595,22/09/1966,M,F,80000,5,Graduate Degree,Management,Y
27596,15/03/1966,M,M,80000,5,Bachelors,Professional,Y
27597,05/09/1966,S,M,90000,0,Bachelors,Professional,N
27598,14/05/1966,S,M,90000,2,Bachelors,Professional,Y
27599,01/02/1966,M,M,90000,2,Bachelors,Professional,N
27600,20/09/1953,S,F,60000,3,Partial High School,Skilled Manual,N
27601,10/11/1953,S,F,60000,3,Partial High School,Skilled Manual,N
27602,07/04/1953,S,M,60000,3,Partial High School,Skilled Manual,N
27603,11/03/1957,M,F,70000,2,Partial High School,Skilled Manual,Y
27604,03/03/1957,M,M,60000,2,High School,Professional,Y
27605,22/01/1957,M,M,60000,2,High School,Professional,Y
27606,27/05/1957,S,F,70000,2,Partial College,Professional,N
27607,11/08/1956,M,M,80000,2,Partial High School,Skilled Manual,Y
27608,24/07/1956,M,M,80000,2,Partial High School,Skilled Manual,Y
27609,04/11/1956,M,F,80000,2,Partial High School,Skilled Manual,Y
27610,25/02/1956,S,M,80000,2,Partial High School,Skilled Manual,N
27611,03/12/1956,M,M,60000,2,High School,Professional,Y
27612,25/11/1956,M,M,60000,2,High School,Professional,Y
27613,18/09/1956,S,F,60000,2,High School,Professional,N
27614,08/07/1956,M,M,60000,2,High School,Professional,N
27615,02/04/1965,M,F,120000,3,Bachelors,Management,Y
27616,11/12/1965,S,F,120000,3,Bachelors,Management,Y
27617,23/01/1964,S,F,90000,0,Partial College,Professional,N
27618,22/09/1964,M,F,100000,5,Partial College,Professional,Y
27619,27/11/1964,S,M,120000,4,Partial College,Professional,Y
27620,05/09/1964,S,F,130000,2,Graduate Degree,Management,N
27621,27/01/1964,S,M,160000,0,Graduate Degree,Management,N
27622,18/06/1956,M,M,70000,4,Partial College,Professional,N
27623,03/12/1956,S,M,80000,3,Partial College,Professional,N
27624,12/01/1956,M,M,80000,2,Partial College,Professional,Y
27625,01/04/1956,S,F,90000,2,Partial College,Professional,N
27626,01/09/1934,S,M,90000,4,Bachelors,Management,Y
27627,20/07/1934,S,M,130000,1,Graduate Degree,Management,N
27628,21/06/1963,S,F,80000,4,Partial College,Professional,N
27629,22/07/1963,M,M,90000,0,Partial College,Professional,Y
27630,25/10/1963,S,M,110000,4,Bachelors,Management,N
27631,05/11/1963,S,F,130000,3,Bachelors,Management,N
27632,10/05/1962,M,F,80000,5,Partial College,Professional,Y
27633,15/06/1962,M,M,80000,5,Partial College,Professional,Y
27634,23/11/1962,S,F,80000,5,Partial College,Professional,Y
